Provider Name,Phone,Address,Specialty,NPI,Website,License Number,Clinic Name,State,Phone_Valid,NPI_Valid,Website_Active,Address_Valid,Website_Title,AI_Specialty_Prediction,AI_Category,AI_Keywords,AI_Summary,Confidence_Score,Trust_Level,Anomaly_Flag,Anomaly_Notes
Laura Guzman,642-433-2925x028,"464 Mclaughlin Road, Margaretland, NV 62695",Oncology,1942983923,https://www.laura32clinic.com,LIC-39207,Laura Health Clinic,PA,True,True,False,True,Laura Health Clinic | Oncology in PA,Oncology,Specialist Clinic,"Oncology, PA, Laura, healthcare, doctor","Laura Guzman is a Oncology provider at Laura Health Clinic based in PA, serving patients as a specialist clinic.",85,High,False,Website not reachable
Eric Anderson PhD,001-264-695-3995x46484,"81804 Foster Plaza Apt. 759, New Jerry, NM 53528",Urology,1003365231,https://www.eric45clinic.com,LIC-68837,Eric Health Clinic,TX,True,True,True,True,Eric Health Clinic | Urology in TX,Urology,Specialist Clinic,"Urology, TX, Eric, healthcare, doctor","Eric Anderson PhD is a Urology provider at Eric Health Clinic based in TX, serving patients as a specialist clinic.",89,High,False,
Chad Morgan,915.695.5057x51234,"12808 Derrick Pines Suite 761, Lake Scott, NY 43963",Oncology,1775765206,https://www.chad11clinic.com,LIC-21103,Chad Health Clinic,MI,True,True,False,True,Chad Health Clinic | Oncology in MI,Oncology,Specialist Clinic,"Oncology, MI, Chad, healthcare, doctor","Chad Morgan is a Oncology provider at Chad Health Clinic based in MI, serving patients as a specialist clinic.",81,High,False,Website not reachable
Amanda Mccoy,288.736.1653x8167,"1050 Mann Bypass, New Kenneth, CT 39830",Pediatrics,1642347835,https://www.amanda48clinic.com,LIC-75188,Amanda Health Clinic,MI,True,True,True,True,Amanda Health Clinic | Pediatrics in MI,Pediatrics,Primary Care Clinic,"Pediatrics, MI, Amanda, healthcare, doctor","Amanda Mccoy is a Pediatrics provider at Amanda Health Clinic based in MI, serving patients as a primary care clinic.",89,High,False,
Susan Taylor,475-423-3467x7619,"14573 Johnny Center Suite 660, Port James, KY 14341",Dermatology,1201617127,https://www.susan69clinic.com,LIC-71999,Susan Health Clinic,IL,True,True,True,True,Susan Health Clinic | Dermatology in IL,Dermatology,Specialist Clinic,"Dermatology, IL, Susan, healthcare, doctor","Susan Taylor is a Dermatology provider at Susan Health Clinic based in IL, serving patients as a specialist clinic.",91,High,False,
Gail Bradley,217-957-9560x67300,"2204 Matthew Junction Suite 274, North Hunter, KS 66401",Orthopedics,1079891231,https://www.gail95clinic.com,LIC-77421,Gail Health Clinic,NY,True,True,True,True,Gail Health Clinic | Orthopedics in NY,Orthopedics,Specialist Clinic,"Orthopedics, NY, Gail, healthcare, doctor","Gail Bradley is a Orthopedics provider at Gail Health Clinic based in NY, serving patients as a specialist clinic.",95,High,False,
Jermaine Wright,+1-092-542-7273x491,"2357 Phillips Ford Apt. 218, South Brittany, OK 03085",Urology,1692728107,https://www.jermaine25clinic.com,LIC-71937,Jermaine Health Clinic,CA,True,True,True,True,Jermaine Health Clinic | Urology in CA,Urology,Specialist Clinic,"Urology, CA, Jermaine, healthcare, doctor","Jermaine Wright is a Urology provider at Jermaine Health Clinic based in CA, serving patients as a specialist clinic.",91,High,False,
Margaret Lopez,076.776.6250x700,"81828 Gilbert Brooks Suite 546, Meaganberg, AR 42308",Neurology,1931517481,https://www.margaret13clinic.com,LIC-30409,Margaret Health Clinic,NC,True,True,True,True,Margaret Health Clinic | Neurology in NC,Neurology,Specialist Clinic,"Neurology, NC, Margaret, healthcare, doctor","Margaret Lopez is a Neurology provider at Margaret Health Clinic based in NC, serving patients as a specialist clinic.",95,High,False,
Clarence Hess,001-301-683-9934x1375,"22592 Seth Alley Apt. 895, North Melanie, TN 91590",Gastroenterology,1293450776,https://www.clarence12clinic.com,LIC-57799,Clarence Health Clinic,GA,True,True,False,True,Clarence Health Clinic | Gastroenterology in GA,Gastroenterology,Specialist Clinic,"Gastroenterology, GA, Clarence, healthcare, doctor","Clarence Hess is a Gastroenterology provider at Clarence Health Clinic based in GA, serving patients as a specialist clinic.",82,High,False,Website not reachable
Paula Dunn,+1-231-851-0927x3654,"050 Maria Glens Suite 261, Karaburgh, GA 47752",Orthopedics,1751099720,https://www.paula36clinic.com,LIC-96947,Paula Health Clinic,FL,True,True,False,True,Paula Health Clinic | Orthopedics in FL,Orthopedics,Specialist Clinic,"Orthopedics, FL, Paula, healthcare, doctor","Paula Dunn is a Orthopedics provider at Paula Health Clinic based in FL, serving patients as a specialist clinic.",83,High,False,Website not reachable
Gregory Hudson,214.996.7215,"8092 Ferguson Centers Suite 813, Chasefort, KY 45091",Urology,1462707100,https://www.gregory17clinic.com,LIC-16890,Gregory Health Clinic,FL,True,True,False,True,Gregory Health Clinic | Urology in FL,Urology,Specialist Clinic,"Urology, FL, Gregory, healthcare, doctor","Gregory Hudson is a Urology provider at Gregory Health Clinic based in FL, serving patients as a specialist clinic.",82,High,False,Website not reachable
William Parker,708-019-7681,"0168 Anderson Meadow, North Christopher, VT 23549",Radiology,1837878717,https://www.william93clinic.com,LIC-44320,William Health Clinic,CA,True,True,True,True,William Health Clinic | Radiology in CA,Radiology,Specialist Clinic,"Radiology, CA, William, healthcare, doctor","William Parker is a Radiology provider at William Health Clinic based in CA, serving patients as a specialist clinic.",90,High,False,
Michael Finley,926-438-0830x0557,"536 Ortega Center, North Michael, AL 35223",Oncology,1020946030,https://www.michael42clinic.com,LIC-49168,Michael Health Clinic,MI,True,True,False,True,Michael Health Clinic | Oncology in MI,Oncology,Specialist Clinic,"Oncology, MI, Michael, healthcare, doctor","Michael Finley is a Oncology provider at Michael Health Clinic based in MI, serving patients as a specialist clinic.",84,High,False,Website not reachable
Amanda Joseph,(999)936-3286x212,"997 Frances Forest Suite 630, Leslieburgh, NV 08246",Family Medicine,1322881432,https://www.amanda39clinic.com,LIC-60348,Amanda Health Clinic,IL,True,True,True,True,Amanda Health Clinic | Family Medicine in IL,Family Medicine,Primary Care Clinic,"Family Medicine, IL, Amanda, healthcare, doctor","Amanda Joseph is a Family Medicine provider at Amanda Health Clinic based in IL, serving patients as a primary care clinic.",95,High,False,
Bradley Lucas,(361)201-5067,"727 Connie Causeway, East Rebeccahaven, CA 87623",Gastroenterology,1206256909,https://www.bradley78clinic.com,LIC-43295,Bradley Health Clinic,NY,True,True,False,True,Bradley Health Clinic | Gastroenterology in NY,Gastroenterology,Specialist Clinic,"Gastroenterology, NY, Bradley, healthcare, doctor","Bradley Lucas is a Gastroenterology provider at Bradley Health Clinic based in NY, serving patients as a specialist clinic.",80,High,False,Website not reachable
Keith Juarez,001-242-030-5697x991,"24207 Stacey Ridge, Jamesfurt, PA 45201",Pediatrics,1616289315,https://www.keith51clinic.com,LIC-90584,Keith Health Clinic,FL,True,True,True,True,Keith Health Clinic | Pediatrics in FL,Pediatrics,Primary Care Clinic,"Pediatrics, FL, Keith, healthcare, doctor","Keith Juarez is a Pediatrics provider at Keith Health Clinic based in FL, serving patients as a primary care clinic.",94,High,False,
Scott Hernandez,(690)796-8637,"7432 Justin Points, South Paula, LA 07052",Cardiology,1427884471,https://www.scott49clinic.com,LIC-73402,Scott Health Clinic,NC,True,True,True,True,Scott Health Clinic | Cardiology in NC,Cardiology,Specialist Clinic,"Cardiology, NC, Scott, healthcare, doctor","Scott Hernandez is a Cardiology provider at Scott Health Clinic based in NC, serving patients as a specialist clinic.",90,High,False,
Jordan Jones,163-341-5824,"8013 Medina Spring Suite 778, West Crystaltown, WI 78369",Oncology,1356310938,https://www.jordan33clinic.com,LIC-19014,Jordan Health Clinic,TX,True,True,True,True,Jordan Health Clinic | Oncology in TX,Oncology,Specialist Clinic,"Oncology, TX, Jordan, healthcare, doctor","Jordan Jones is a Oncology provider at Jordan Health Clinic based in TX, serving patients as a specialist clinic.",94,High,False,
Edward Morgan,584-435-9887,"606 Navarro Squares Suite 837, East Bryan, KY 42200",Pediatrics,1242019455,https://www.edward54clinic.com,LIC-92423,Edward Health Clinic,NY,True,True,True,True,Edward Health Clinic | Pediatrics in NY,Pediatrics,Primary Care Clinic,"Pediatrics, NY, Edward, healthcare, doctor","Edward Morgan is a Pediatrics provider at Edward Health Clinic based in NY, serving patients as a primary care clinic.",94,High,False,
Lisa Barnes,837.027.3369x263,"193 Baker Shoals Apt. 883, Port Calebchester, NV 66060",Urology,1858225871,https://www.lisa16clinic.com,LIC-18591,Lisa Health Clinic,NC,True,True,True,True,Lisa Health Clinic | Urology in NC,Urology,Specialist Clinic,"Urology, NC, Lisa, healthcare, doctor","Lisa Barnes is a Urology provider at Lisa Health Clinic based in NC, serving patients as a specialist clinic.",92,High,False,
Raymond Gutierrez,808.864.9301x317,"4293 Kimberly Mountains, Lake Marcburgh, KS 57237",Family Medicine,1580408451,https://www.raymond41clinic.com,LIC-93074,Raymond Health Clinic,NC,True,True,True,True,Raymond Health Clinic | Family Medicine in NC,Family Medicine,Primary Care Clinic,"Family Medicine, NC, Raymond, healthcare, doctor","Raymond Gutierrez is a Family Medicine provider at Raymond Health Clinic based in NC, serving patients as a primary care clinic.",94,High,False,
Tracy Farmer,2138337501,"5617 Bryant Stravenue, Martineztown, FL 56945",Radiology,1580036773,https://www.tracy83clinic.com,LIC-15557,Tracy Health Clinic,GA,True,True,False,True,Tracy Health Clinic | Radiology in GA,Radiology,Specialist Clinic,"Radiology, GA, Tracy, healthcare, doctor","Tracy Farmer is a Radiology provider at Tracy Health Clinic based in GA, serving patients as a specialist clinic.",80,High,False,Website not reachable
Jeffrey Marquez,3443514034,"30396 Nancy Ferry Suite 616, New Melissahaven, ND 98806",Oncology,1428490484,https://www.jeffrey14clinic.com,LIC-33001,Jeffrey Health Clinic,NC,True,True,True,True,Jeffrey Health Clinic | Oncology in NC,Oncology,Specialist Clinic,"Oncology, NC, Jeffrey, healthcare, doctor","Jeffrey Marquez is a Oncology provider at Jeffrey Health Clinic based in NC, serving patients as a specialist clinic.",89,High,False,
Kristin Hamilton,115.382.4986x9519,"359 Jason Station, Heatherberg, NE 58345",Cardiology,1208773384,https://www.kristin61clinic.com,LIC-54657,Kristin Health Clinic,NC,True,True,True,True,Kristin Health Clinic | Cardiology in NC,Cardiology,Specialist Clinic,"Cardiology, NC, Kristin, healthcare, doctor","Kristin Hamilton is a Cardiology provider at Kristin Health Clinic based in NC, serving patients as a specialist clinic.",89,High,False,
Robert Hensley,+1-629-645-5714,"00443 Bell Shoals, East Michaelville, WY 54528",Urology,1832074152,https://www.robert61clinic.com,LIC-24075,Robert Health Clinic,PA,True,True,True,True,Robert Health Clinic | Urology in PA,Urology,Specialist Clinic,"Urology, PA, Robert, healthcare, doctor","Robert Hensley is a Urology provider at Robert Health Clinic based in PA, serving patients as a specialist clinic.",92,High,False,
Aimee Miller,2580814918,"466 Sean Inlet, Meganstad, KY 54527",Dermatology,1544204889,https://www.aimee95clinic.com,LIC-65901,Aimee Health Clinic,GA,True,True,False,True,Aimee Health Clinic | Dermatology in GA,Dermatology,Specialist Clinic,"Dermatology, GA, Aimee, healthcare, doctor","Aimee Miller is a Dermatology provider at Aimee Health Clinic based in GA, serving patients as a specialist clinic.",85,High,False,Website not reachable
Michelle Graham,+1-319-597-9805,"9565 Katrina Summit Apt. 772, Port Markberg, LA 45001",Oncology,1957476498,https://www.michelle96clinic.com,LIC-18102,Michelle Health Clinic,CA,True,True,True,True,Michelle Health Clinic | Oncology in CA,Oncology,Specialist Clinic,"Oncology, CA, Michelle, healthcare, doctor","Michelle Graham is a Oncology provider at Michelle Health Clinic based in CA, serving patients as a specialist clinic.",89,High,False,
Christopher Terry,822.698.5530x867,"00161 Barnett Estates, Chenfort, SC 56222",Family Medicine,1659078002,https://www.christopher62clinic.com,LIC-35211,Christopher Health Clinic,PA,True,True,True,True,Christopher Health Clinic | Family Medicine in PA,Family Medicine,Primary Care Clinic,"Family Medicine, PA, Christopher, healthcare, doctor","Christopher Terry is a Family Medicine provider at Christopher Health Clinic based in PA, serving patients as a primary care clinic.",92,High,False,
James Davis,(005)324-9453x581,"86032 Tanner Green, Onealfort, LA 25634",Oncology,1734012039,https://www.james99clinic.com,LIC-59008,James Health Clinic,FL,True,True,False,True,James Health Clinic | Oncology in FL,Oncology,Specialist Clinic,"Oncology, FL, James, healthcare, doctor","James Davis is a Oncology provider at James Health Clinic based in FL, serving patients as a specialist clinic.",83,High,False,Website not reachable
Heather Cooper,(165)382-6765x9731,"8312 David Meadows, Port Kimberlyfort, HI 00811",Family Medicine,1733480773,https://www.heather25clinic.com,LIC-63376,Heather Health Clinic,CA,True,True,False,True,Heather Health Clinic | Family Medicine in CA,Family Medicine,Primary Care Clinic,"Family Medicine, CA, Heather, healthcare, doctor","Heather Cooper is a Family Medicine provider at Heather Health Clinic based in CA, serving patients as a primary care clinic.",80,High,False,Website not reachable
Ronald Williams,(229)965-5838x750,"52659 Simon Haven Suite 607, Zacharyburgh, OK 99358",Radiology,1237472997,https://www.ronald63clinic.com,LIC-42370,Ronald Health Clinic,OH,True,True,True,True,Ronald Health Clinic | Radiology in OH,Radiology,Specialist Clinic,"Radiology, OH, Ronald, healthcare, doctor","Ronald Williams is a Radiology provider at Ronald Health Clinic based in OH, serving patients as a specialist clinic.",94,High,False,
Michael Ross,721-305-9725x34765,"Unit 8568 Box 2850, DPO AA 59058",Urology,1278682612,https://www.michael44clinic.com,LIC-59352,Michael Health Clinic,GA,True,True,True,True,Michael Health Clinic | Urology in GA,Urology,Specialist Clinic,"Urology, GA, Michael, healthcare, doctor","Michael Ross is a Urology provider at Michael Health Clinic based in GA, serving patients as a specialist clinic.",91,High,False,
Wendy Hampton,(464)563-3365x47570,"56271 Holly Fields, New Jennifer, WA 49238",Pediatrics,1610533004,https://www.wendy21clinic.com,LIC-63062,Wendy Health Clinic,NC,True,True,True,True,Wendy Health Clinic | Pediatrics in NC,Pediatrics,Primary Care Clinic,"Pediatrics, NC, Wendy, healthcare, doctor","Wendy Hampton is a Pediatrics provider at Wendy Health Clinic based in NC, serving patients as a primary care clinic.",94,High,False,
Michael Baldwin,088.289.8325,"35902 Russo Dam Apt. 528, Ellisstad, DE 76907",Orthopedics,1562313163,https://www.michael50clinic.com,LIC-67701,Michael Health Clinic,FL,True,True,False,True,Michael Health Clinic | Orthopedics in FL,Orthopedics,Specialist Clinic,"Orthopedics, FL, Michael, healthcare, doctor","Michael Baldwin is a Orthopedics provider at Michael Health Clinic based in FL, serving patients as a specialist clinic.",83,High,False,Website not reachable
Joseph Morris,3245614927,"Unit 7108 Box 4089, DPO AP 29561",Cardiology,1750704166,https://www.joseph69clinic.com,LIC-91083,Joseph Health Clinic,IL,True,True,False,True,Joseph Health Clinic | Cardiology in IL,Cardiology,Specialist Clinic,"Cardiology, IL, Joseph, healthcare, doctor","Joseph Morris is a Cardiology provider at Joseph Health Clinic based in IL, serving patients as a specialist clinic.",82,High,False,Website not reachable
Cole Thomas,+1-775-367-9246x69115,"5139 Alexander Crossing Suite 370, East Troy, TN 35390",Urology,1559653794,https://www.cole55clinic.com,LIC-45967,Cole Health Clinic,CA,True,True,True,True,Cole Health Clinic | Urology in CA,Urology,Specialist Clinic,"Urology, CA, Cole, healthcare, doctor","Cole Thomas is a Urology provider at Cole Health Clinic based in CA, serving patients as a specialist clinic.",90,High,False,
Joshua Delacruz,3272774307,"1763 Klein Greens Suite 314, Port Rachel, FL 51521",Gastroenterology,1565882617,https://www.joshua44clinic.com,LIC-59899,Joshua Health Clinic,OH,True,True,True,True,Joshua Health Clinic | Gastroenterology in OH,Gastroenterology,Specialist Clinic,"Gastroenterology, OH, Joshua, healthcare, doctor","Joshua Delacruz is a Gastroenterology provider at Joshua Health Clinic based in OH, serving patients as a specialist clinic.",92,High,False,
Christopher Martinez,(376)197-1688x52286,"490 Michael Causeway, North Samuel, TX 42847",Neurology,1243585194,https://www.christopher50clinic.com,LIC-83632,Christopher Health Clinic,MI,True,True,True,True,Christopher Health Clinic | Neurology in MI,Neurology,Specialist Clinic,"Neurology, MI, Christopher, healthcare, doctor","Christopher Martinez is a Neurology provider at Christopher Health Clinic based in MI, serving patients as a specialist clinic.",94,High,False,
Mr. Roy Lowery,+1-270-539-2029x2126,"2462 Edwards Isle Apt. 546, Donnabury, MI 43538",Pediatrics,1072565418,https://www.mr.86clinic.com,LIC-14412,Mr. Health Clinic,TX,True,True,True,True,Mr. Health Clinic | Pediatrics in TX,Pediatrics,Primary Care Clinic,"Pediatrics, TX, Mr., healthcare, doctor","Mr. Roy Lowery is a Pediatrics provider at Mr. Health Clinic based in TX, serving patients as a primary care clinic.",89,High,False,
Casey Miller,+1-264-961-3809x0380,"550 Martinez Lane Suite 400, Port Christinefort, DE 15788",Gastroenterology,1743837941,https://www.casey42clinic.com,LIC-34033,Casey Health Clinic,PA,True,True,True,True,Casey Health Clinic | Gastroenterology in PA,Gastroenterology,Specialist Clinic,"Gastroenterology, PA, Casey, healthcare, doctor","Casey Miller is a Gastroenterology provider at Casey Health Clinic based in PA, serving patients as a specialist clinic.",94,High,False,
David Mills,001-987-685-9056,"3692 Ward Street, Nicholsside, MA 96894",Gastroenterology,1560963028,https://www.david66clinic.com,LIC-21556,David Health Clinic,CA,True,True,True,True,David Health Clinic | Gastroenterology in CA,Gastroenterology,Specialist Clinic,"Gastroenterology, CA, David, healthcare, doctor","David Mills is a Gastroenterology provider at David Health Clinic based in CA, serving patients as a specialist clinic.",92,High,False,
Nicholas Weber,804-123-7988,"Unit 9889 Box 8231, DPO AP 65755",Urology,1985723086,https://www.nicholas48clinic.com,LIC-24141,Nicholas Health Clinic,NY,True,True,False,True,Nicholas Health Clinic | Urology in NY,Urology,Specialist Clinic,"Urology, NY, Nicholas, healthcare, doctor","Nicholas Weber is a Urology provider at Nicholas Health Clinic based in NY, serving patients as a specialist clinic.",84,High,False,Website not reachable
Mrs. Stephanie Patel DVM,001-970-247-3834x751,"Unit 7864 Box 0431, DPO AP 23224",Radiology,1720316343,https://www.mrs.67clinic.com,LIC-25887,Mrs. Health Clinic,OH,True,True,False,True,Mrs. Health Clinic | Radiology in OH,Radiology,Specialist Clinic,"Radiology, OH, Mrs., healthcare, doctor","Mrs. Stephanie Patel DVM is a Radiology provider at Mrs. Health Clinic based in OH, serving patients as a specialist clinic.",83,High,False,Website not reachable
Christopher Irwin,+1-247-966-6677x00442,"Unit 3631 Box 6662, DPO AE 35573",Orthopedics,1604292126,https://www.christopher19clinic.com,LIC-56465,Christopher Health Clinic,NY,True,True,False,True,Christopher Health Clinic | Orthopedics in NY,Orthopedics,Specialist Clinic,"Orthopedics, NY, Christopher, healthcare, doctor","Christopher Irwin is a Orthopedics provider at Christopher Health Clinic based in NY, serving patients as a specialist clinic.",82,High,False,Website not reachable
Colleen Chase,(310)973-7424x8242,"106 Roberts Parks, Meganfort, CA 62453",Orthopedics,1604066790,https://www.colleen63clinic.com,LIC-21737,Colleen Health Clinic,TX,True,True,False,True,Colleen Health Clinic | Orthopedics in TX,Orthopedics,Specialist Clinic,"Orthopedics, TX, Colleen, healthcare, doctor","Colleen Chase is a Orthopedics provider at Colleen Health Clinic based in TX, serving patients as a specialist clinic.",81,High,False,Website not reachable
Nicole Williams,(515)571-6725x4821,"98073 William Landing Suite 373, East Sarah, WA 51339",Family Medicine,1244751955,https://www.nicole90clinic.com,LIC-86840,Nicole Health Clinic,PA,True,True,True,True,Nicole Health Clinic | Family Medicine in PA,Family Medicine,Primary Care Clinic,"Family Medicine, PA, Nicole, healthcare, doctor","Nicole Williams is a Family Medicine provider at Nicole Health Clinic based in PA, serving patients as a primary care clinic.",93,High,False,
David Moore,001-835-207-5556x025,"377 Mccoy Brook Suite 263, East Mark, DE 69837",Orthopedics,1454737978,https://www.david88clinic.com,LIC-75276,David Health Clinic,FL,True,True,True,True,David Health Clinic | Orthopedics in FL,Orthopedics,Specialist Clinic,"Orthopedics, FL, David, healthcare, doctor","David Moore is a Orthopedics provider at David Health Clinic based in FL, serving patients as a specialist clinic.",89,High,False,
Elizabeth Fox,116.061.0536,"3175 Chan Isle Apt. 044, South Davidport, KY 33900",Oncology,1961784777,https://www.elizabeth51clinic.com,LIC-24534,Elizabeth Health Clinic,PA,True,True,True,True,Elizabeth Health Clinic | Oncology in PA,Oncology,Specialist Clinic,"Oncology, PA, Elizabeth, healthcare, doctor","Elizabeth Fox is a Oncology provider at Elizabeth Health Clinic based in PA, serving patients as a specialist clinic.",93,High,False,
Patricia Gibbs,466-500-6543,"83762 Baird Greens, Mooreside, VA 75131",Oncology,1254291248,https://www.patricia47clinic.com,LIC-37272,Patricia Health Clinic,TX,True,True,True,True,Patricia Health Clinic | Oncology in TX,Oncology,Specialist Clinic,"Oncology, TX, Patricia, healthcare, doctor","Patricia Gibbs is a Oncology provider at Patricia Health Clinic based in TX, serving patients as a specialist clinic.",89,High,False,
Amy Martin,001-563-215-0643x8594,"6040 Bobby Loop Apt. 164, Susanton, MN 12378",Urology,1481590274,https://www.amy18clinic.com,LIC-70444,Amy Health Clinic,TX,True,True,True,True,Amy Health Clinic | Urology in TX,Urology,Specialist Clinic,"Urology, TX, Amy, healthcare, doctor","Amy Martin is a Urology provider at Amy Health Clinic based in TX, serving patients as a specialist clinic.",93,High,False,
John Klein,(859)606-1496x70985,"Unit 2334 Box 0225, DPO AP 74120",Cardiology,1686199751,https://www.john61clinic.com,LIC-39892,John Health Clinic,NY,True,True,True,True,John Health Clinic | Cardiology in NY,Cardiology,Specialist Clinic,"Cardiology, NY, John, healthcare, doctor","John Klein is a Cardiology provider at John Health Clinic based in NY, serving patients as a specialist clinic.",93,High,False,
Dr. Angela Collins,375.203.2209,"PSC 6911, Box 7376, APO AA 46677",Pediatrics,1836725191,https://www.dr.14clinic.com,LIC-48696,Dr. Health Clinic,NY,True,True,True,True,Dr. Health Clinic | Pediatrics in NY,Pediatrics,Primary Care Clinic,"Pediatrics, NY, Dr., healthcare, doctor","Dr. Angela Collins is a Pediatrics provider at Dr. Health Clinic based in NY, serving patients as a primary care clinic.",89,High,False,
Susan Fisher,(407)257-4474,"845 Melton Mall, Thompsonbury, CT 72661",Gastroenterology,1812673513,https://www.susan25clinic.com,LIC-17460,Susan Health Clinic,FL,True,True,False,True,Susan Health Clinic | Gastroenterology in FL,Gastroenterology,Specialist Clinic,"Gastroenterology, FL, Susan, healthcare, doctor","Susan Fisher is a Gastroenterology provider at Susan Health Clinic based in FL, serving patients as a specialist clinic.",84,High,False,Website not reachable
Dennis Lopez,306-194-7405x09793,"75246 Nichols Squares, Norriston, NM 23205",Neurology,1440332902,https://www.dennis15clinic.com,LIC-74790,Dennis Health Clinic,NC,True,True,True,True,Dennis Health Clinic | Neurology in NC,Neurology,Specialist Clinic,"Neurology, NC, Dennis, healthcare, doctor","Dennis Lopez is a Neurology provider at Dennis Health Clinic based in NC, serving patients as a specialist clinic.",91,High,False,
Donald Molina,218.646.1110x872,"8898 Juan Mountain Suite 337, Kaylamouth, AZ 97067",Radiology,1942436508,https://www.donald86clinic.com,LIC-63284,Donald Health Clinic,NC,True,True,True,True,Donald Health Clinic | Radiology in NC,Radiology,Specialist Clinic,"Radiology, NC, Donald, healthcare, doctor","Donald Molina is a Radiology provider at Donald Health Clinic based in NC, serving patients as a specialist clinic.",94,High,False,
Janice Ellison,(375)673-0718x10439,"767 Christine Points, New Lisa, RI 08432",Radiology,1788948938,https://www.janice10clinic.com,LIC-94594,Janice Health Clinic,CA,True,True,True,True,Janice Health Clinic | Radiology in CA,Radiology,Specialist Clinic,"Radiology, CA, Janice, healthcare, doctor","Janice Ellison is a Radiology provider at Janice Health Clinic based in CA, serving patients as a specialist clinic.",89,High,False,
Tina Duncan,414.304.0991,"90881 Rodriguez Common, Dustinview, AK 44569",Radiology,1360635596,https://www.tina69clinic.com,LIC-88329,Tina Health Clinic,GA,True,True,False,True,Tina Health Clinic | Radiology in GA,Radiology,Specialist Clinic,"Radiology, GA, Tina, healthcare, doctor","Tina Duncan is a Radiology provider at Tina Health Clinic based in GA, serving patients as a specialist clinic.",80,High,False,Website not reachable
Tony Reid,(614)869-6138,"3347 Amanda Crossing Apt. 526, Lake Paulberg, AR 42426",Oncology,1157714166,https://www.tony64clinic.com,LIC-95861,Tony Health Clinic,MI,True,True,False,True,Tony Health Clinic | Oncology in MI,Oncology,Specialist Clinic,"Oncology, MI, Tony, healthcare, doctor","Tony Reid is a Oncology provider at Tony Health Clinic based in MI, serving patients as a specialist clinic.",82,High,False,Website not reachable
Felicia Webb,+1-567-032-1483,"2379 Martinez Harbor Apt. 645, Lindseyburgh, IL 66778",Gastroenterology,1684251007,https://www.felicia69clinic.com,LIC-20083,Felicia Health Clinic,FL,True,True,True,True,Felicia Health Clinic | Gastroenterology in FL,Gastroenterology,Specialist Clinic,"Gastroenterology, FL, Felicia, healthcare, doctor","Felicia Webb is a Gastroenterology provider at Felicia Health Clinic based in FL, serving patients as a specialist clinic.",90,High,False,
Deborah Miller,428-612-7908,"18040 Henry Points Suite 879, Websterberg, MN 24623",Oncology,1978896676,https://www.deborah64clinic.com,LIC-52269,Deborah Health Clinic,FL,True,True,False,True,Deborah Health Clinic | Oncology in FL,Oncology,Specialist Clinic,"Oncology, FL, Deborah, healthcare, doctor","Deborah Miller is a Oncology provider at Deborah Health Clinic based in FL, serving patients as a specialist clinic.",81,High,False,Website not reachable
Sarah Olson,+1-270-240-5056x84949,"803 Coleman Land Suite 861, Robertside, ID 50412",Oncology,1110765005,https://www.sarah80clinic.com,LIC-80044,Sarah Health Clinic,MI,True,True,True,True,Sarah Health Clinic | Oncology in MI,Oncology,Specialist Clinic,"Oncology, MI, Sarah, healthcare, doctor","Sarah Olson is a Oncology provider at Sarah Health Clinic based in MI, serving patients as a specialist clinic.",93,High,False,
Michelle Wagner DDS,089.134.5248x57202,"09226 Thomas Mission Apt. 799, Francesland, PA 32318",Radiology,1888345666,https://www.michelle90clinic.com,LIC-17404,Michelle Health Clinic,PA,True,True,False,True,Michelle Health Clinic | Radiology in PA,Radiology,Specialist Clinic,"Radiology, PA, Michelle, healthcare, doctor","Michelle Wagner DDS is a Radiology provider at Michelle Health Clinic based in PA, serving patients as a specialist clinic.",80,High,False,Website not reachable
Joan Chapman,389.525.2523x2651,"USS Parker, FPO AE 32134",Pediatrics,1828473216,https://www.joan67clinic.com,LIC-53274,Joan Health Clinic,PA,True,True,False,True,Joan Health Clinic | Pediatrics in PA,Pediatrics,Primary Care Clinic,"Pediatrics, PA, Joan, healthcare, doctor","Joan Chapman is a Pediatrics provider at Joan Health Clinic based in PA, serving patients as a primary care clinic.",83,High,False,Website not reachable
Howard Arnold PhD,218.758.7483x51768,"698 Samantha Glen Apt. 827, Bruceview, UT 53580",Cardiology,1356841832,https://www.howard54clinic.com,LIC-72335,Howard Health Clinic,IL,True,True,True,True,Howard Health Clinic | Cardiology in IL,Cardiology,Specialist Clinic,"Cardiology, IL, Howard, healthcare, doctor","Howard Arnold PhD is a Cardiology provider at Howard Health Clinic based in IL, serving patients as a specialist clinic.",89,High,False,
Shane Prince,001-873-449-9782x864,"923 Rose Route, Lake Christina, KY 93438",Gastroenterology,1946147150,https://www.shane72clinic.com,LIC-89616,Shane Health Clinic,CA,True,True,False,True,Shane Health Clinic | Gastroenterology in CA,Gastroenterology,Specialist Clinic,"Gastroenterology, CA, Shane, healthcare, doctor","Shane Prince is a Gastroenterology provider at Shane Health Clinic based in CA, serving patients as a specialist clinic.",80,High,False,Website not reachable
